"HolderAddress","Quantity","PendingBalanceUpdate"
"0x5f1af071119f472edea7f454f9d8ed9736a4dc17","1","No"
"0x5f79f8a114d2a8a1b39d851edcc2bd232986e994","1","No"
"0x60d38778adbbeeac88f741b833cbb9877228eea0","1","No"
"0x63b1335b3411c0a010b1029a71eeb21a7d4a05fc","1","No"
"0x646627bd4dab9fc82d53dfb402d9e3057f174a07","1","No"
"0x64c971d7e3c0483fa97a7714ec55d1e1943731c7","1","No"
"0x6756db92db2e138ee09c1264bfacc7ef645a7bb0","1","No"
"0x6853a596d6d7264d3622546da3b891b6fe17eb82","1","No"
"0x68799b81c7bfca8c661197645755ac33da8ef4ff","1","No"
"0x691fa877fab19ea70f71e49c7fb0bb56bd92c7f3","1","No"
"0x69541553eeb8455805a9e95f4ba9b8e701bea828","1","No"
"0x696305fc6aa29accfa5916bbc31ac8c15cf2d116","1","No"
"0x6a0af60c1906cc788d301acfcbf4b8b54e4a9a10","1","No"
"0x6aaaf98e8522491bc1006cd8cf95515220144dd3","1","No"
"0x6ab880afd1e0c7786cc5d05f4fd9b17761768da8","1","No"
"0x6bf97f2534be2242ddb3a29bfb24d498212dcded","1","No"
"0x6df599f0a940fb2052aea2a352e14cdbca33f330","1","No"
"0x6fd155b9d52f80e8a73a8a2537268602978486e2","1","No"
"0x71356112b4ebe1cd2d0caf59d437bb70574e22da","1","No"
"0x72703b554a7089f93ff1fc6cc6c0e623900a7b80","1","No"
"0x72774bc572ef9a2dff47c3f8cc200dc2fe3830c0","1","No"
"0x72d0455d25db9c36af5869bbf426312ba923c643","1","No"
"0x7487c30423e53cbb310e1fb798fb9a020c82ab4d","1","No"
"0x74fe898636e0706872ad444d5772d134ab7730e9","1","No"
"0x762da606029d3120735aa1eec15464e265db7a3c","1","No"
"0x774424fc963ce3baeb1b8ac2337620b7960a1cae","1","No"
"0x77a7276609757358a2efcaf65e74d34d4a18acd0","1","No"
"0x7895e668bd43c9623af538f274c06cb22cbc74f2","1","No"
"0x7a97484f57d98a62b0195d79b9600624744de59c","1","No"
"0x7ac8882faca42db885424c1a0ff233020192ea37","1","No"
"0x7beed30332656ca4220cb2ce8e4508fb18013e8d","1","No"
"0x7ce438bf068c8f47f0f46cb7891fc7fd0956f117","1","No"
"0x7d196a21c16ecdc92a11009d0f14b6e349a509ae","1","No"
"0x7d438bf6567673867480b7923669bf349e6c8c12","1","No"
"0x7e30c4cffdbe6df08cd258ee723d1fcd8d234b4f","1","No"
"0x807333d340bc58c6ae3353b5a33e5b1bda438a03","1","No"
"0x809fa673fe2ab515faa168259cb14e2bedebf68e","1","No"
"0x80b6309c1e60d227691d194f6063c487d8dbf010","1","No"
"0x81dde1be69f32e25a3727351a4d12569310a2fe7","1","No"
"0x824aa62501268be123d3ab05100bf5367e581ccf","1","No"
"0x827afaaa90c6952b77eeaa517ae252794969703b","1","No"
"0x82a577247194c57662e1789df5cbaf9e49ebc97f","1","No"
"0x82b16206e6d54ec145835720e13c43ecdb57b814","1","No"
"0x83e81d747529f0eb6145b149c438ab7f9bbd651c","1","No"
"0x841f3a12d45651c21ecfa26546c9e77f5ff4fe80","1","No"
"0x84957e6c9f6ccfed9c35c850c3903732ed90858a","1","No"
"0x84ecd8bae0fff81b722a24d4e00b010bd02691d4","1","No"
"0x861bff8cf234b83c10c2ef4d4ca260408108ebf3","1","No"
"0x8665f7ceadfbff09e2cc572f7a6e43198d87ff88","1","No"
"0x86b13937a11a62774deface4bfa79f8066a95fb0","1","No"
"0x86caca801061ac1f9bed503e3703b0f276b48808","1","No"
"0x885fc34833eb04167faebb0c97b690155cb3b484","1","No"
"0x88bc10fcbf8412aea681024103aa56ec99015dbc","1","No"
"0x88db7628f124fb389d96421f48d351e06ea30716","1","No"
"0x8919014b0f6746407ce40670737bf8aab96f8124","1","No"
"0x89eb973e148a790b48aea5bf575270bd502cfb28","1","No"
"0x8b58750df7d41f91a281a496e160a827fdc4de0a","1","No"
"0x8b7adc43153bcfae98ab20ce9fff23331f542387","1","No"
"0x8bdf6b52959581c0a8f4e99fa71b2225dc691814","1","No"
"0x8c2e67bd3d0f432ef75d9ae6623cd0dfbce66050","1","No"
"0x8c3a0222d2302b5953dac3abbd675182ef989dbc","1","No"
"0x8dbe504da0f8e1c6ae9643ebca2ad7a7477e5c08","1","No"
"0x8ebc893032ea3742455663c0f47cf2ba2685f02e","1","No"
"0x8efe0c9face897246a7b7c5274a32f1721b30fe8","1","No"
"0x9007a779900efbec62fca7323c61a3c7856a68b9","1","No"
"0x904d645a128c94b6d5dbc73b1aefdf5d487b71fa","1","No"
"0x90c8db51dedcb934ec7d8c2d3001a26c7c5934a7","1","No"
"0x91d8acec761d0c377e4ce43b9898a7bba3a50e2e","1","No"
"0x92fab452e2f14c7730f79031906e06326c916946","1","No"
"0x937271124746682e19bdd13ae3fb4801c6ca221d","1","No"
"0x93a7c46443901c2ea2fc1263a4d076f470695d3a","1","No"
"0x940a37b11ac6470ce12534e95218c06df5bd7244","1","No"
"0x94fa0e817004844f358d5aadaac45b61d444e6cb","1","No"
"0x953cbe68ed9f02c2c55f29773aa55850a36c4007","1","No"
"0x954149c9febade512b1b6c5645bc7aad04053a58","1","No"
"0x9627a6cc1c12f78cc34ef3f09222e7d5ec1b40dc","1","No"
"0x96d80fdec427117b5bed01bd24fb3c960487e872","1","No"
"0x97916e27632ec5f1f4c549ba7bf4c8850344a32b","1","No"
"0x9792431b26026cc67117ff610ae4eb34cacd0755","1","No"
"0x9833de3640cbb43c2fad96e2867a6a983e7b28aa","1","No"
"0x98b46bb8923d293767f50301de0b0c158ae3faa6","1","No"
"0x98d562c7a4781e3e6c0d16f67469b0a3b0cb25c7","1","No"
"0x9954154fb679105b06f16acad24c2fc159c4248e","1","No"
"0x9a5319f3b5fb36db122a8aad9f7b8bbcab6da5eb","1","No"
"0x9a9c32a37e5c147159891e94d897f54c74dba368","1","No"
"0x9c99ad2a55f712737b1f9f94a44c8f1481e6b6ca","1","No"
"0x9d2f052b8db2163b4cc6b7897f435035c1cea92b","1","No"
"0x9d3f10f5d553dda3f36e09ab0c3c757ba99e8894","1","No"
"0x9dc7c324b57123128cd772a989f9186cb66419a0","1","No"
"0x9e72ab480b8c7997e7746d28520733c53245c470","1","No"
"0x9eedbfcffa62587fa5e17d1f556d17308c4a049a","1","No"
"0xa08435bea77a8a68c51c1d4e9b455273b0760712","1","No"
"0xa19de6dec591d1793b438eca85fbd01a759421ea","1","No"
"0xa2230ff97c8bc01f411ce904fb633b3db3f52ce0","1","No"
"0xa25803ab86a327786bb59395fc0164d826b98298","1","No"
"0xa289364347bfc1912ab672425abe593ec01ca56e","1","No"
"0xa38ef14de063c97749e48044de17fe6cbb070a81","1","No"
"0xa3b711752f08980f4a71777217fa81304aeb8ee7","1","No"
"0xa3ebacb6e44b96be928255b641f9a8db9f3c7710","1","No"
"0xa4ad045d62a493f0ed883b413866448afb13087c","1","No"
"0xa5abb09c179e155f2e283b6f876614b3d4d1230d","1","No"
"0xa76697980386e5bdbe3b695c8e2233798c5b8086","1","No"
"0xa797d5c40a815c4f8ae9b2d3b45a3e2dc90a868d","1","No"
"0xa7b33cd26f27f1c6b709db5cae442e42387ba69a","1","No"
"0xa88e4a192f3ff5e46dcc96efefb38dfec7bb250c","1","No"
"0xa8d1f5bc680504ddc41b2bc7007e413c3c01221a","1","No"
"0xab3627317c43d394eb171170f818153b976d28a3","1","No"
"0xac739b20a680355376da43337e7afb0745525faa","1","No"
"0xad7e768df5a3e0724188866b229dc4eab82289b8","1","No"
"0xadbf22efb2442687e2d59f730238512a7612c207","1","No"
"0xae9572ef8fd0f47e7e0c7c541059291e330de693","1","No"
"0xaeb169eefbc543e553a31e5b42fb829443981f9f","1","No"
"0xafb4c8f853b65f493830bc9fdf6cdaad19a932f3","1","No"
"0xb01b31f8ebdf2ba6371b9d8cdca8b9cbe06face7","1","No"
"0xb0574dbfdc96d17c7404c2d7c65c9f7bcea11e76","1","No"
"0xb278ada59e7af95a0c3de7699d8946b853f1e38a","1","No"
"0xb3a5a580cf44c56b318490a52dbc5c83d315cdc2","1","No"
"0xb440d55d052e42e69784b5a6ba250dd15b6afacb","1","No"
"0xb47ebe89272c9e35b272885baecfa9173ed7a2d7","1","No"
"0xb4bdfc3108916879653835d3ea95d1ddb89a4296","1","No"
"0xb648699e19745ef008fc9add855715b2734215f0","1","No"
"0xb78b708b810db3d9dcdcd74287eb825446a298ca","1","No"
"0xb89c2f6bb674bd6aace2a1e274d40e6dc4775b15","1","No"
"0xb98d10d9f6d07ba283bfd21b2dfec050f9ae282a","1","No"
"0xbabe8448be58508eff6d9aa24af7ed5e32fdc273","1","No"
"0xbbbfc46566e5f0302cef913af8c8f423070ce6a1","1","No"
"0xbc2c67a59ec004d7127a63f0f99275e31b4883cf","1","No"
"0xbd7a95bb0e34dc485a83d99cfc2719e33c7797ff","1","No"
"0xc0029de9dd98c1d98cdc6f8038cab8a4db016553","1","No"
"0xc023b4c45cbe38f9f2b90a3f2bb94330c0909d7b","1","No"
"0xc05ed3743d87bee34b76792d28347478015d7754","1","No"
"0xc0c8ccd29f5b8bd38812e331947ee40ccf7695bc","1","No"
"0xc0f030eac8b588817f8da16b9a2cdccc6451b25c","1","No"
"0xc11e5eafee15b4ff5b1bd8b743746b5089eb7a97","1","No"
"0xc14bccb7893673292fb3d2073fd398ccdb4780dc","1","No"
"0xc24f65252b5c40607918327e338911d5444197e5","1","No"
"0xc26dde2197e57159d1f3634c507ce3dcd3d322e1","1","No"
"0xc35424abcef04aa6983ef048ff11fbdabee10cbe","1","No"
"0xc47c0be8b55c2affe2bc1f925dd7a18f10614a07","1","No"
"0xc4eab1eaacbf628f0f9aee4b7375bde18dd173c4","1","No"
"0xc55d765bbd35e495ea519f0a170dedd30363e114","1","No"
"0xc5e08104c19dafd00fe40737490da9552db5bfe5","1","No"
"0xc62665f239a53f3c46b01369218cf075759671f0","1","No"
"0xc68092e6a9fcf32b1e1e3bba0e9132b6005599a1","1","No"
"0xc68bba423525576c7684e7ea25e7d5f079b1361e","1","No"
"0xc82b9cac090a6e8737a77c1eae4c6eb282130bb0","1","No"
"0xc854d060576d386877dc88bf17088217f0833a49","1","No"
"0xc88b963239b6918f74c3298bb1dc079b92671e42","1","No"
"0xc8a974a97f6a7f57b6ce09aed5905d5547039f11","1","No"
"0xc8c5083ce5b9447a8b2f0b7025307bb01ae3c59e","1","No"
"0xc8cce8cac93a010b02e3b7e4e083b0465b1d36f2","1","No"
"0xca11d10ceb098f597a0cab28117fc3465991a63c","1","No"
"0xca25290dd20d47defccfbe6a11a009c36b6802ac","1","No"
"0xcaed26dc97c84a1dd7e5f5f2e42566935dfadb2a","1","No"
"0xcafc538c5d96d50034573d7d992279875c06b722","1","No"
"0xcb7e9e305fa4afa4cf5b414120c560ad3ed75a53","1","No"
"0xcc4e30f53793037ce6540f88dc8d6509360b6fed","1","No"
"0xcc7011921df599cbad83777106a267e340474693","1","No"
"0xcc971aadcea59fdc86ea521bc1780be49250f58e","1","No"
"0xcdb14c2af4d11458ef5694bf00e5ba02c4e16a5e","1","No"
"0xd0c877b474cd51959931a7f70d7a6c60f50cdae7","1","No"
"0xd0d3189ad4f6d0d040c5c9b572722afaa480c604","1","No"
"0xd16e1172a4d33e46e94b2e2ff96b7c87489b7f67","1","No"
"0xd16fd59e694dbb831050dfbbc18f375d837c3288","1","No"
"0xd1b06286f759cd9e1c140c6311ff8f2816167e65","1","No"
"0xd1b856ee12bd00922cae8dd86ab068f8c0f95224","1","No"
"0xd3d602c52ff68efb5e95c6db3f53b394ba411cce","1","No"
"0xd5094cff64c49ac574a1fdfc83003c8821428d35","1","No"
"0xd6454001da95ebf68eaa3cffbe95f2b1100d0327","1","No"
"0xd6527cab3fe73e96f23b7f6bb041af0ae124d917","1","No"
"0xd8d157a111e42e93ad72ddc68930ca72a3d814a0","1","No"
"0xd9ff1fbd68e910392dc404f8df0fcd23a64921c3","1","No"
"0xda1d4bd894709dbd9a140c05bdaedd19afe7fb00","1","No"
"0xdaa0f636d3a1d70d9493d0c8ea71fd45c54e4092","1","No"
"0xdbb59151b18dd72e9ac092706e93de5b5d7a9325","1","No"
"0xdde3ca351d85a4b4cc6aff8d42c0840959859053","1","No"
"0xdde47a1a9fdddbe685f161fda23a312f3b3e6fa8","1","No"
"0xde2ba4137523c32530e55597e34498b4371c51ee","1","No"
"0xde6ab16a4015c680daab58021815d09ddb57db8e","1","No"
"0xdf15d80b5e46f7d90b20d75bfbdade448e49442a","1","No"
"0xdfc70f5205a2bc1bd44219fd852d720d7a36c5b8","1","No"
"0xdfea4be32b1f777d82a6389a0d4f399569c46202","1","No"
"0xe001891949372e1aa33c50c7ea19568be32ecde7","1","No"
"0xe006ee7202842e0090896f8ffe999385dc74e93a","1","No"
"0xe04885c3f1419c6e8495c33bdcf5f8387cd88846","1","No"
"0xe0b7fc12b6829880aaade5b33c92eb3b592e3f15","1","No"
"0xe14c5a6b8181d48aa971b4983a1fd6df48201571","1","No"
"0xe23031d8cb0be7025eb647c23138b628284f6495","1","No"
"0xe23e1c75e1f2be528c8f0875cc10a90259e4914d","1","No"
"0xe3d268ffe631737269feca32b2e2d5df58995670","1","No"
"0xe40942e00301a339900d8620667c6bf39a860b3d","1","No"
"0xe525a8ec70869d9bd084344e318c99ad43e62f8e","1","No"
"0xe5cf1bb88a59f9fc609689c681d1d14bfe7ce73a","1","No"
"0xe6d13e9f642370be13fc11e0cff8ea25dce9d203","1","No"
"0xe6f7ffc5dcedc6fe25bf424a271cf548b6178fa0","1","No"
"0xe78740204d52f87f15f8a2f9b957c42f58b52186","1","No"
"0xe7c51d4be6f58aa81dcccebec9e31f1852705c81","1","No"
"0xe811f02418646ae93f540ed2877a487be85dd842","1","No"
"0xe84eb5f8ac725a2efd9018fe9bfb50b34a27e3ed","1","No"
"0xe96a1b303a1eb8d04fb973eb2b291b8d591c8f72","1","No"
"0xe9822f18f2654e606a8dff9d75edd98367e7c0ae","1","No"
"0xeae448e1537aa3c6b2a37e2ab26bba7ca2de9436","1","No"
"0xeb6eb4d556fada7d0380e0171203e229c13756ef","1","No"
"0xec9030d50fd677bb3da34a613f60763e230ce541","1","No"
"0xee5c256721abe58af6f582c0efd6774dd2765038","1","No"
"0xefce6d09a34ac5e36fdc22f203f78515d4b31926","1","No"
"0xf0b425ae116373c5ffe1f372abe460d3a4f9201b","1","No"
"0xf0bdd06c1b37cc04618148b0b9d4ea966873fb0b","1","No"
"0xf1b9afb60d2feff30fd590b09cbc624ab9dfecd2","1","No"
"0xf22742f06e4f6d68a8d0b49b9f270bb56affab38","1","No"
"0xf24bc9c899e71708b5d076714408465b6c203a46","1","No"
"0xf3b406f0e3a47a3d2801d5d669fbbdbee8098f0f","1","No"
"0xf3d9281fa183b74f32b96e1c5244596045f4ede8","1","No"
"0xf673625a17f40cce438d49afca7cb4a30ac3002a","1","No"
"0xf688e3ec922886ff2384e5407eba398106015306","1","No"
"0xf6fdee29e3a14610fdbe187e2d3442543cfa45b8","1","No"
"0xf8797c56d27863c81240bf7f9d158519229397d5","1","No"
"0xf896fe281abdc45d6b8688c0724c6e9ec0db0e01","1","No"
"0xfad0ea578c6c63fe495dc0ef9cf73fc2c69e1f47","1","No"
"0xfc4a0b20d2143e149bcd54b074db5aef461ea516","1","No"
"0xfc601a22132386bb6608b4ce863da0b3f5481018","1","No"
"0xfcad2eb79692c2aa0bcbaf3d3e29615dda94fe6d","1","No"
"0xfcca6795934528041f9f8d09883b2f2fb6806b65","1","No"
"0xfd385556ebf6b183380afcd61efd8194d0d46520","1","No"
"0xfde139e04963094650baad2686ca65a0cf04373c","1","No"
"0xfdf82b1c1a9065cd0e42a6c67826ce93f8e067f4","1","No"
"0xfea62440ca9c4c76b6cbb57d51053fa35faf03e5","1","No"
"0xff38e4aad22658ad243de79fec902c4e08e8e4c0","1","No"
"0xff6ddb157773197c31a834f6a294c7d0c0abc79f","1","No"
"0xffe59bd3c483a7d099599ec7a2748b6beafe485d","1","No"
